| Puzzle     | Elapsed Time (s)     | CPU Time (s)         | Peak Memory Usage (MB)    |
| 29440      | 0.033568             | 0.000000             | 4.421875                  |
| 29441      | 0.034162             | 0.031250             | 4.421875                  |
| 29442      | 0.036326             | 0.000000             | 4.421875                  |
| 29443      | 0.034214             | 0.000000             | 4.421875                  |
| 29444      | 0.033432             | 0.031250             | 4.421875                  |
| 29445      | 0.034434             | 0.000000             | 4.421875                  |
| 29446      | 0.033210             | 0.015625             | 4.421875                  |
| 29447      | 0.032759             | 0.015625             | 4.421875                  |
| 29448      | 0.031892             | 0.015625             | 4.421875                  |
| 29449      | 0.036425             | 0.000000             | 4.421875                  |
| 29450      | 0.035309             | 0.015625             | 4.421875                  |
| 29451      | 0.032281             | 0.000000             | 4.421875                  |
| 29452      | 0.033033             | 0.015625             | 4.421875                  |
| 29453      | 0.032686             | 0.015625             | 4.421875                  |
| 29454      | 0.036247             | 0.000000             | 4.421875                  |
| 29455      | 0.034807             | 0.015625             | 4.421875                  |
| 29456      | 0.034251             | 0.015625             | 4.421875                  |
| 29457      | 0.035346             | 0.015625             | 4.421875                  |
| 29458      | 0.032891             | 0.015625             | 4.421875                  |
| 29459      | 0.034379             | 0.015625             | 4.421875                  |
| 29460      | 0.033153             | 0.000000             | 4.421875                  |
| 29461      | 0.033182             | 0.000000             | 4.421875                  |
| 29462      | 0.035585             | 0.000000             | 4.421875                  |
| 29463      | 0.031682             | 0.000000             | 4.421875                  |
| 29464      | 0.075990             | 0.015625             | 4.421875                  |
| 29465      | 0.037863             | 0.000000             | 4.421875                  |
| 29466      | 0.033329             | 0.015625             | 4.421875                  |
| 29467      | 0.037848             | 0.000000             | 4.421875                  |
| 29468      | 0.032148             | 0.000000             | 4.421875                  |
| 29469      | 0.032401             | 0.015625             | 4.421875                  |
| 29470      | 0.032949             | 0.000000             | 4.421875                  |
| 29471      | 0.034264             | 0.015625             | 4.421875                  |
| 29472      | 0.032857             | 0.000000             | 4.421875                  |
| 29473      | 0.033012             | 0.000000             | 4.421875                  |
| 29474      | 0.032970             | 0.000000             | 4.421875                  |
| 29475      | 0.032461             | 0.015625             | 4.421875                  |
| 29476      | 0.034696             | 0.015625             | 4.421875                  |
| 29477      | 0.033300             | 0.000000             | 4.421875                  |
| 29478      | 0.032964             | 0.015625             | 4.421875                  |
| 29479      | 0.033904             | 0.015625             | 4.421875                  |
| 29480      | 0.034068             | 0.000000             | 4.421875                  |
| 29481      | 0.034111             | 0.000000             | 4.421875                  |
| 29482      | 0.033474             | 0.000000             | 4.421875                  |
| 29483      | 0.032740             | 0.000000             | 4.421875                  |
| 29484      | 0.033704             | 0.000000             | 4.421875                  |
| 29485      | 0.035848             | 0.015625             | 4.421875                  |
| 29486      | 0.031485             | 0.015625             | 4.421875                  |
| 29487      | 0.035496             | 0.015625             | 4.421875                  |
| 29488      | 0.032013             | 0.015625             | 4.421875                  |
| 29489      | 0.035368             | 0.000000             | 4.421875                  |
| 29490      | 0.032699             | 0.000000             | 4.421875                  |
| 29491      | 0.034521             | 0.000000             | 4.421875                  |
| 29492      | 0.032823             | 0.000000             | 4.421875                  |
| 29493      | 0.032648             | 0.000000             | 4.421875                  |
| 29494      | 0.034721             | 0.000000             | 4.421875                  |
| 29495      | 0.032333             | 0.000000             | 4.421875                  |
| 29496      | 0.033507             | 0.000000             | 4.421875                  |
| 29497      | 0.037915             | 0.000000             | 4.421875                  |
| 29498      | 0.032020             | 0.000000             | 4.421875                  |
| 29499      | 0.033024             | 0.000000             | 4.421875                  |
| 29500      | 0.031826             | 0.000000             | 4.421875                  |
| 29501      | 0.033572             | 0.000000             | 4.421875                  |
| 29502      | 0.032758             | 0.000000             | 4.421875                  |
| 29503      | 0.032954             | 0.000000             | 4.421875                  |
| 29504      | 0.030674             | 0.000000             | 4.421875                  |
| 29505      | 0.036892             | 0.015625             | 4.421875                  |
| 29506      | 0.034885             | 0.000000             | 4.421875                  |
| 29507      | 0.032113             | 0.000000             | 4.421875                  |
| 29508      | 0.032410             | 0.000000             | 4.421875                  |
| 29509      | 0.034632             | 0.015625             | 4.421875                  |
| 29510      | 0.032840             | 0.015625             | 4.421875                  |
| 29511      | 0.033116             | 0.000000             | 4.421875                  |
| 29512      | 0.033056             | 0.015625             | 4.421875                  |
| 29513      | 0.032885             | 0.000000             | 4.421875                  |
| 29514      | 0.033454             | 0.015625             | 4.421875                  |
| 29515      | 0.032468             | 0.000000             | 4.421875                  |
| 29516      | 0.033244             | 0.000000             | 4.421875                  |
| 29517      | 0.032317             | 0.000000             | 4.421875                  |
| 29518      | 0.034231             | 0.015625             | 4.421875                  |
| 29519      | 0.033203             | 0.000000             | 4.421875                  |
| 29520      | 0.033921             | 0.015625             | 4.421875                  |
| 29521      | 0.032345             | 0.015625             | 4.421875                  |
| 29522      | 0.031563             | 0.031250             | 4.421875                  |
| 29523      | 0.032299             | 0.000000             | 4.421875                  |
| 29524      | 0.033944             | 0.000000             | 4.421875                  |
| 29525      | 0.033442             | 0.000000             | 4.421875                  |
| 29526      | 0.032198             | 0.000000             | 4.421875                  |
| 29527      | 0.034726             | 0.000000             | 4.421875                  |
| 29528      | 0.032657             | 0.000000             | 4.421875                  |
| 29529      | 0.032048             | 0.015625             | 4.421875                  |
| 29530      | 0.032988             | 0.000000             | 4.421875                  |
| 29531      | 0.033934             | 0.015625             | 4.421875                  |
| 29532      | 0.035181             | 0.000000             | 4.421875                  |
| 29533      | 0.033403             | 0.000000             | 4.421875                  |
| 29534      | 0.033548             | 0.015625             | 4.421875                  |
| 29535      | 0.032258             | 0.015625             | 4.421875                  |
| 29536      | 0.032208             | 0.000000             | 4.421875                  |
| 29537      | 0.030749             | 0.000000             | 4.421875                  |
| 29538      | 0.033312             | 0.000000             | 4.421875                  |
| 29539      | 0.033526             | 0.000000             | 4.421875                  |
| 29540      | 0.033836             | 0.015625             | 4.421875                  |
| 29541      | 0.033562             | 0.015625             | 4.421875                  |
| 29542      | 0.032402             | 0.015625             | 4.421875                  |
| 29543      | 0.033533             | 0.000000             | 4.421875                  |
| 29544      | 0.035919             | 0.000000             | 4.421875                  |
| 29545      | 0.034629             | 0.000000             | 4.421875                  |
| 29546      | 0.032331             | 0.015625             | 4.421875                  |
| 29547      | 0.031353             | 0.000000             | 4.421875                  |
| 29548      | 0.035032             | 0.015625             | 4.421875                  |
| 29549      | 0.033429             | 0.000000             | 4.421875                  |
| 29550      | 0.032813             | 0.000000             | 4.421875                  |
| 29551      | 0.033529             | 0.000000             | 4.421875                  |
| 29552      | 0.035455             | 0.000000             | 4.421875                  |
| 29553      | 0.033021             | 0.015625             | 4.421875                  |
| 29554      | 0.032559             | 0.000000             | 4.421875                  |
| 29555      | 0.032376             | 0.031250             | 4.421875                  |
| 29556      | 0.033420             | 0.000000             | 4.421875                  |
| 29557      | 0.034749             | 0.000000             | 4.421875                  |
| 29558      | 0.073120             | 0.000000             | 4.421875                  |
| 29559      | 0.036578             | 0.015625             | 4.421875                  |
| 29560      | 0.034166             | 0.000000             | 4.421875                  |
| 29561      | 0.036009             | 0.000000             | 4.421875                  |
| 29562      | 0.032816             | 0.000000             | 4.421875                  |
| 29563      | 0.031897             | 0.000000             | 4.421875                  |
| 29564      | 0.032389             | 0.000000             | 4.421875                  |
| 29565      | 0.031615             | 0.015625             | 4.421875                  |
| 29566      | 0.033267             | 0.000000             | 4.421875                  |
| 29567      | 0.031918             | 0.015625             | 4.421875                  |
| 29568      | 0.035153             | 0.000000             | 4.421875                  |
| 29569      | 0.034810             | 0.031250             | 4.421875                  |
| 29570      | 0.033867             | 0.000000             | 4.421875                  |
| 29571      | 0.033656             | 0.000000             | 4.421875                  |
| 29572      | 0.033295             | 0.031250             | 4.421875                  |
| 29573      | 0.034231             | 0.000000             | 4.421875                  |
| 29574      | 0.031728             | 0.031250             | 4.421875                  |
| 29575      | 0.029578             | 0.015625             | 4.421875                  |
| 29576      | 0.035142             | 0.000000             | 4.421875                  |
| 29577      | 0.034759             | 0.000000             | 4.421875                  |
| 29578      | 0.032751             | 0.015625             | 4.421875                  |
| 29579      | 0.034373             | 0.000000             | 4.421875                  |
| 29580      | 0.033129             | 0.000000             | 4.421875                  |
| 29581      | 0.035190             | 0.000000             | 4.421875                  |
| 29582      | 0.034247             | 0.000000             | 4.421875                  |
| 29583      | 0.033056             | 0.000000             | 4.421875                  |
| 29584      | 0.032955             | 0.000000             | 4.421875                  |
| 29585      | 0.032270             | 0.031250             | 4.421875                  |
| 29586      | 0.034518             | 0.031250             | 4.421875                  |
| 29587      | 0.032533             | 0.000000             | 4.421875                  |
| 29588      | 0.036275             | 0.000000             | 4.421875                  |
| 29589      | 0.033966             | 0.000000             | 4.421875                  |
| 29590      | 0.033245             | 0.000000             | 4.421875                  |
| 29591      | 0.033789             | 0.000000             | 4.421875                  |
| 29592      | 0.033378             | 0.015625             | 4.421875                  |
| 29593      | 0.034607             | 0.015625             | 4.421875                  |
| 29594      | 0.032049             | 0.000000             | 4.421875                  |
| 29595      | 0.032041             | 0.000000             | 4.421875                  |
| 29596      | 0.034466             | 0.000000             | 4.421875                  |
| 29597      | 0.035522             | 0.000000             | 4.421875                  |
| 29598      | 0.033482             | 0.015625             | 4.421875                  |
| 29599      | 0.031488             | 0.000000             | 4.421875                  |
| 29600      | 0.034722             | 0.000000             | 4.421875                  |
| 29601      | 0.032351             | 0.000000             | 4.421875                  |
| 29602      | 0.031659             | 0.000000             | 4.421875                  |
| 29603      | 0.035747             | 0.015625             | 4.421875                  |
| 29604      | 0.031390             | 0.000000             | 4.421875                  |
| 29605      | 0.035249             | 0.000000             | 4.421875                  |
| 29606      | 0.032171             | 0.015625             | 4.421875                  |
| 29607      | 0.033916             | 0.015625             | 4.421875                  |
| 29608      | 0.031848             | 0.000000             | 4.421875                  |
| 29609      | 0.037583             | 0.000000             | 4.421875                  |
| 29610      | 0.034466             | 0.000000             | 4.421875                  |
| 29611      | 0.033598             | 0.000000             | 4.421875                  |
| 29612      | 0.039699             | 0.000000             | 4.421875                  |
| 29613      | 0.032938             | 0.000000             | 4.421875                  |
| 29614      | 0.032234             | 0.015625             | 4.421875                  |
| 29615      | 0.035226             | 0.015625             | 4.421875                  |
| 29616      | 0.034851             | 0.000000             | 4.421875                  |
| 29617      | 0.031862             | 0.015625             | 4.421875                  |
| 29618      | 0.033178             | 0.015625             | 4.421875                  |
| 29619      | 0.032447             | 0.000000             | 4.421875                  |
| 29620      | 0.031214             | 0.000000             | 4.421875                  |
| 29621      | 0.036073             | 0.000000             | 4.421875                  |
| 29622      | 0.032702             | 0.015625             | 4.421875                  |
| 29623      | 0.035748             | 0.000000             | 4.421875                  |
| 29624      | 0.034768             | 0.000000             | 4.421875                  |
| 29625      | 0.037244             | 0.015625             | 4.421875                  |
| 29626      | 0.034885             | 0.015625             | 4.421875                  |
| 29627      | 0.033038             | 0.015625             | 4.421875                  |
| 29628      | 0.031460             | 0.000000             | 4.421875                  |
| 29629      | 0.034245             | 0.015625             | 4.421875                  |
| 29630      | 0.033132             | 0.031250             | 4.421875                  |
| 29631      | 0.031211             | 0.015625             | 4.421875                  |
| 29632      | 0.033769             | 0.000000             | 4.421875                  |
| 29633      | 0.031825             | 0.000000             | 4.421875                  |
| 29634      | 0.031079             | 0.000000             | 4.421875                  |
| 29635      | 0.032675             | 0.000000             | 4.421875                  |
| 29636      | 0.035476             | 0.000000             | 4.421875                  |
| 29637      | 0.032674             | 0.000000             | 4.421875                  |
| 29638      | 0.034378             | 0.000000             | 4.421875                  |
| 29639      | 0.035237             | 0.000000             | 4.421875                  |
| 29640      | 0.032787             | 0.000000             | 4.421875                  |
| 29641      | 0.032563             | 0.031250             | 4.421875                  |
| 29642      | 0.034319             | 0.015625             | 4.421875                  |
| 29643      | 0.031906             | 0.000000             | 4.421875                  |
| 29644      | 0.033396             | 0.015625             | 4.421875                  |
| 29645      | 0.032182             | 0.015625             | 4.421875                  |
| 29646      | 0.032142             | 0.015625             | 4.421875                  |
| 29647      | 0.036097             | 0.000000             | 4.421875                  |
| 29648      | 0.034015             | 0.000000             | 4.421875                  |
| 29649      | 0.033880             | 0.000000             | 4.421875                  |
| 29650      | 0.072118             | 0.000000             | 4.421875                  |
| 29651      | 0.039214             | 0.000000             | 4.421875                  |
| 29652      | 0.032636             | 0.015625             | 4.421875                  |
| 29653      | 0.032811             | 0.000000             | 4.421875                  |
| 29654      | 0.031716             | 0.015625             | 4.421875                  |
| 29655      | 0.031428             | 0.000000             | 4.421875                  |
| 29656      | 0.033459             | 0.000000             | 4.421875                  |
| 29657      | 0.033090             | 0.015625             | 4.421875                  |
| 29658      | 0.033503             | 0.000000             | 4.421875                  |
| 29659      | 0.034805             | 0.000000             | 4.421875                  |
| 29660      | 0.032491             | 0.000000             | 4.421875                  |
| 29661      | 0.034114             | 0.015625             | 4.421875                  |
| 29662      | 0.034181             | 0.000000             | 4.421875                  |
| 29663      | 0.031528             | 0.015625             | 4.421875                  |
| 29664      | 0.035690             | 0.000000             | 4.421875                  |
| 29665      | 0.032454             | 0.015625             | 4.421875                  |
| 29666      | 0.035840             | 0.000000             | 4.421875                  |
| 29667      | 0.035375             | 0.000000             | 4.421875                  |
| 29668      | 0.031641             | 0.015625             | 4.421875                  |
| 29669      | 0.032865             | 0.000000             | 4.421875                  |
| 29670      | 0.032388             | 0.000000             | 4.421875                  |
| 29671      | 0.032653             | 0.015625             | 4.421875                  |
| 29672      | 0.033709             | 0.000000             | 4.421875                  |
| 29673      | 0.032168             | 0.000000             | 4.421875                  |
| 29674      | 0.032490             | 0.000000             | 4.421875                  |
| 29675      | 0.035564             | 0.000000             | 4.421875                  |
| 29676      | 0.032185             | 0.015625             | 4.421875                  |
| 29677      | 0.032930             | 0.000000             | 4.421875                  |
| 29678      | 0.033572             | 0.031250             | 4.421875                  |
| 29679      | 0.033156             | 0.015625             | 4.421875                  |
| 29680      | 0.031741             | 0.015625             | 4.421875                  |
| 29681      | 0.034722             | 0.000000             | 4.421875                  |
| 29682      | 0.033223             | 0.015625             | 4.421875                  |
| 29683      | 0.032338             | 0.015625             | 4.421875                  |
| 29684      | 0.032658             | 0.015625             | 4.421875                  |
| 29685      | 0.032419             | 0.015625             | 4.421875                  |
| 29686      | 0.031335             | 0.000000             | 4.421875                  |
| 29687      | 0.034842             | 0.000000             | 4.421875                  |
| 29688      | 0.033758             | 0.015625             | 4.421875                  |
| 29689      | 0.035637             | 0.031250             | 4.421875                  |
| 29690      | 0.032316             | 0.000000             | 4.421875                  |
| 29691      | 0.032544             | 0.000000             | 4.421875                  |
| 29692      | 0.032167             | 0.000000             | 4.421875                  |
| 29693      | 0.033487             | 0.000000             | 4.421875                  |
| 29694      | 0.032135             | 0.015625             | 4.421875                  |
| 29695      | 0.032867             | 0.000000             | 4.421875                  |
| 29696      | 0.032854             | 0.015625             | 4.421875                  |
| 29697      | 0.035943             | 0.015625             | 4.421875                  |
| 29698      | 0.032900             | 0.000000             | 4.421875                  |
| 29699      | 0.031041             | 0.000000             | 4.421875                  |
| 29700      | 0.032209             | 0.000000             | 4.421875                  |
| 29701      | 0.033042             | 0.000000             | 4.421875                  |
| 29702      | 0.036247             | 0.015625             | 4.421875                  |
| 29703      | 0.033726             | 0.015625             | 4.421875                  |
| 29704      | 0.033213             | 0.000000             | 4.421875                  |
| 29705      | 0.035278             | 0.000000             | 4.421875                  |
| 29706      | 0.030687             | 0.000000             | 4.421875                  |
| 29707      | 0.033561             | 0.000000             | 4.421875                  |
| 29708      | 0.032412             | 0.000000             | 4.421875                  |
| 29709      | 0.034384             | 0.031250             | 4.421875                  |
| 29710      | 0.033040             | 0.015625             | 4.421875                  |
| 29711      | 0.031752             | 0.015625             | 4.421875                  |
| 29712      | 0.036638             | 0.000000             | 4.421875                  |
| 29713      | 0.034625             | 0.015625             | 4.421875                  |
| 29714      | 0.033940             | 0.000000             | 4.421875                  |
| 29715      | 0.032173             | 0.000000             | 4.421875                  |
| 29716      | 0.031594             | 0.000000             | 4.421875                  |
| 29717      | 0.032661             | 0.000000             | 4.421875                  |
| 29718      | 0.035028             | 0.000000             | 4.421875                  |
| 29719      | 0.034297             | 0.015625             | 4.421875                  |
| 29720      | 0.032132             | 0.000000             | 4.421875                  |
| 29721      | 0.032462             | 0.000000             | 4.421875                  |
| 29722      | 0.031212             | 0.000000             | 4.421875                  |
| 29723      | 0.033859             | 0.015625             | 4.421875                  |
| 29724      | 0.033934             | 0.000000             | 4.421875                  |
| 29725      | 0.033538             | 0.000000             | 4.421875                  |
| 29726      | 0.033971             | 0.000000             | 4.421875                  |
| 29727      | 0.033799             | 0.031250             | 4.421875                  |
| 29728      | 0.033638             | 0.000000             | 4.421875                  |
| 29729      | 0.034838             | 0.000000             | 4.421875                  |
| 29730      | 0.036285             | 0.000000             | 4.421875                  |
| 29731      | 0.031879             | 0.000000             | 4.421875                  |
| 29732      | 0.033674             | 0.015625             | 4.421875                  |
| 29733      | 0.031790             | 0.015625             | 4.421875                  |
| 29734      | 0.031956             | 0.000000             | 4.421875                  |
| 29735      | 0.030940             | 0.015625             | 4.421875                  |
| 29736      | 0.032658             | 0.000000             | 4.421875                  |
| 29737      | 0.033559             | 0.000000             | 4.421875                  |
| 29738      | 0.031498             | 0.015625             | 4.421875                  |
| 29739      | 0.034772             | 0.000000             | 4.421875                  |
| 29740      | 0.032408             | 0.015625             | 4.421875                  |
| 29741      | 0.031782             | 0.015625             | 4.421875                  |
| 29742      | 0.033098             | 0.000000             | 4.421875                  |
| 29743      | 0.032414             | 0.015625             | 4.421875                  |
| 29744      | 0.079080             | 0.015625             | 4.421875                  |
| 29745      | 0.032901             | 0.015625             | 4.421875                  |
| 29746      | 0.033914             | 0.015625             | 4.421875                  |
| 29747      | 0.032418             | 0.000000             | 4.421875                  |
| 29748      | 0.036765             | 0.000000             | 4.421875                  |
| 29749      | 0.033575             | 0.000000             | 4.421875                  |
| 29750      | 0.034415             | 0.000000             | 4.421875                  |
| 29751      | 0.033951             | 0.000000             | 4.421875                  |
| 29752      | 0.032183             | 0.000000             | 4.421875                  |
| 29753      | 0.035370             | 0.015625             | 4.421875                  |
| 29754      | 0.033461             | 0.000000             | 4.421875                  |
| 29755      | 0.033901             | 0.000000             | 4.421875                  |
| 29756      | 0.030666             | 0.015625             | 4.421875                  |
| 29757      | 0.034522             | 0.000000             | 4.421875                  |
| 29758      | 0.034193             | 0.015625             | 4.421875                  |
| 29759      | 0.037635             | 0.015625             | 4.421875                  |
| 29760      | 0.033463             | 0.000000             | 4.421875                  |
| 29761      | 0.033053             | 0.000000             | 4.421875                  |
| 29762      | 0.034405             | 0.000000             | 4.421875                  |
| 29763      | 0.034112             | 0.000000             | 4.421875                  |
| 29764      | 0.031192             | 0.000000             | 4.421875                  |
| 29765      | 0.035199             | 0.000000             | 4.421875                  |
| 29766      | 0.034891             | 0.015625             | 4.421875                  |
| 29767      | 0.034772             | 0.000000             | 4.421875                  |
| 29768      | 0.034648             | 0.000000             | 4.421875                  |
| 29769      | 0.036935             | 0.000000             | 4.421875                  |
| 29770      | 0.033247             | 0.000000             | 4.421875                  |
| 29771      | 0.032438             | 0.000000             | 4.421875                  |
| 29772      | 0.035023             | 0.000000             | 4.421875                  |
| 29773      | 0.031226             | 0.000000             | 4.421875                  |
| 29774      | 0.036372             | 0.000000             | 4.421875                  |
| 29775      | 0.034011             | 0.000000             | 4.421875                  |
| 29776      | 0.031094             | 0.000000             | 4.421875                  |
| 29777      | 0.035134             | 0.015625             | 4.421875                  |
| 29778      | 0.036061             | 0.000000             | 4.421875                  |
| 29779      | 0.031161             | 0.031250             | 4.421875                  |
| 29780      | 0.034827             | 0.000000             | 4.421875                  |
| 29781      | 0.033514             | 0.015625             | 4.421875                  |
| 29782      | 0.031920             | 0.015625             | 4.421875                  |
| 29783      | 0.036129             | 0.000000             | 4.421875                  |
| 29784      | 0.033097             | 0.000000             | 4.421875                  |
| 29785      | 0.032266             | 0.015625             | 4.421875                  |
| 29786      | 0.032569             | 0.000000             | 4.421875                  |
| 29787      | 0.031584             | 0.000000             | 4.421875                  |
| 29788      | 0.033663             | 0.000000             | 4.421875                  |
| 29789      | 0.034584             | 0.000000             | 4.421875                  |
| 29790      | 0.033322             | 0.000000             | 4.421875                  |
| 29791      | 0.032439             | 0.000000             | 4.421875                  |
| 29792      | 0.033363             | 0.015625             | 4.421875                  |
| 29793      | 0.031958             | 0.000000             | 4.421875                  |
| 29794      | 0.033293             | 0.015625             | 4.421875                  |
| 29795      | 0.032628             | 0.031250             | 4.421875                  |
| 29796      | 0.031720             | 0.015625             | 4.421875                  |
| 29797      | 0.032149             | 0.000000             | 4.421875                  |
| 29798      | 0.030798             | 0.000000             | 4.421875                  |
| 29799      | 0.035588             | 0.031250             | 4.421875                  |
| 29800      | 0.035124             | 0.000000             | 4.421875                  |
| 29801      | 0.032770             | 0.000000             | 4.421875                  |
| 29802      | 0.034441             | 0.000000             | 4.421875                  |
| 29803      | 0.031958             | 0.000000             | 4.421875                  |
| 29804      | 0.032747             | 0.031250             | 4.421875                  |
| 29805      | 0.033087             | 0.015625             | 4.421875                  |
| 29806      | 0.034185             | 0.000000             | 4.421875                  |
| 29807      | 0.033326             | 0.000000             | 4.421875                  |
| 29808      | 0.032902             | 0.000000             | 4.421875                  |
| 29809      | 0.032463             | 0.015625             | 4.421875                  |
| 29810      | 0.034025             | 0.015625             | 4.421875                  |
| 29811      | 0.033594             | 0.015625             | 4.421875                  |
| 29812      | 0.033905             | 0.015625             | 4.421875                  |
| 29813      | 0.034582             | 0.000000             | 4.421875                  |
| 29814      | 0.033486             | 0.000000             | 4.421875                  |
| 29815      | 0.034980             | 0.015625             | 4.421875                  |
| 29816      | 0.033058             | 0.000000             | 4.421875                  |
| 29817      | 0.032631             | 0.000000             | 4.421875                  |
| 29818      | 0.034433             | 0.000000             | 4.421875                  |
| 29819      | 0.031346             | 0.000000             | 4.421875                  |
| 29820      | 0.031537             | 0.000000             | 4.421875                  |
| 29821      | 0.035514             | 0.000000             | 4.421875                  |
| 29822      | 0.032831             | 0.015625             | 4.421875                  |
| 29823      | 0.033906             | 0.000000             | 4.421875                  |
| 29824      | 0.032810             | 0.000000             | 4.421875                  |
| 29825      | 0.035380             | 0.000000             | 4.421875                  |
| 29826      | 0.036698             | 0.000000             | 4.421875                  |
| 29827      | 0.032248             | 0.031250             | 4.421875                  |
| 29828      | 0.032972             | 0.000000             | 4.421875                  |
| 29829      | 0.032388             | 0.000000             | 4.421875                  |
| 29830      | 0.032251             | 0.000000             | 4.421875                  |
| 29831      | 0.032384             | 0.000000             | 4.421875                  |
| 29832      | 0.032864             | 0.000000             | 4.421875                  |
| 29833      | 0.032760             | 0.015625             | 4.421875                  |
| 29834      | 0.032191             | 0.015625             | 4.421875                  |
| 29835      | 0.034186             | 0.000000             | 4.421875                  |
| 29836      | 0.034864             | 0.000000             | 4.421875                  |
| 29837      | 0.039578             | 0.031250             | 4.421875                  |
| 29838      | 0.030670             | 0.000000             | 4.421875                  |
| 29839      | 0.062327             | 0.015625             | 4.421875                  |
| 29840      | 0.033765             | 0.000000             | 4.421875                  |
| 29841      | 0.032280             | 0.000000             | 4.421875                  |
| 29842      | 0.035143             | 0.000000             | 4.421875                  |
| 29843      | 0.032737             | 0.015625             | 4.421875                  |
| 29844      | 0.032198             | 0.000000             | 4.421875                  |
| 29845      | 0.032859             | 0.015625             | 4.421875                  |
| 29846      | 0.032550             | 0.015625             | 4.421875                  |
| 29847      | 0.034683             | 0.000000             | 4.421875                  |
| 29848      | 0.032952             | 0.000000             | 4.421875                  |
| 29849      | 0.033739             | 0.015625             | 4.421875                  |
| 29850      | 0.031553             | 0.015625             | 4.421875                  |
| 29851      | 0.032055             | 0.000000             | 4.421875                  |
| 29852      | 0.034462             | 0.000000             | 4.421875                  |
| 29853      | 0.032080             | 0.015625             | 4.421875                  |
| 29854      | 0.034409             | 0.000000             | 4.421875                  |
| 29855      | 0.033583             | 0.000000             | 4.421875                  |
| 29856      | 0.033196             | 0.000000             | 4.421875                  |
| 29857      | 0.032748             | 0.000000             | 4.421875                  |
| 29858      | 0.032889             | 0.000000             | 4.421875                  |
| 29859      | 0.035956             | 0.000000             | 4.421875                  |
| 29860      | 0.032828             | 0.000000             | 4.421875                  |
| 29861      | 0.033032             | 0.000000             | 4.421875                  |
| 29862      | 0.034164             | 0.015625             | 4.421875                  |
| 29863      | 0.031464             | 0.000000             | 4.421875                  |
| 29864      | 0.033860             | 0.000000             | 4.421875                  |
| 29865      | 0.031691             | 0.015625             | 4.421875                  |
| 29866      | 0.033677             | 0.000000             | 4.421875                  |
| 29867      | 0.033934             | 0.015625             | 4.421875                  |
| 29868      | 0.032750             | 0.000000             | 4.421875                  |
| 29869      | 0.034991             | 0.031250             | 4.421875                  |
| 29870      | 0.033297             | 0.000000             | 4.421875                  |
| 29871      | 0.034312             | 0.000000             | 4.421875                  |
| 29872      | 0.032249             | 0.000000             | 4.421875                  |
| 29873      | 0.033464             | 0.015625             | 4.421875                  |
| 29874      | 0.032519             | 0.000000             | 4.421875                  |
| 29875      | 0.032389             | 0.000000             | 4.421875                  |
| 29876      | 0.033232             | 0.015625             | 4.421875                  |
| 29877      | 0.034545             | 0.000000             | 4.421875                  |
| 29878      | 0.033045             | 0.000000             | 4.421875                  |
| 29879      | 0.037006             | 0.031250             | 4.421875                  |
| 29880      | 0.033220             | 0.000000             | 4.421875                  |
| 29881      | 0.032925             | 0.000000             | 4.421875                  |
| 29882      | 0.032424             | 0.000000             | 4.421875                  |
| 29883      | 0.032859             | 0.015625             | 4.421875                  |
| 29884      | 0.035214             | 0.000000             | 4.421875                  |
| 29885      | 0.033016             | 0.000000             | 4.421875                  |
| 29886      | 0.033670             | 0.000000             | 4.421875                  |
| 29887      | 0.034251             | 0.015625             | 4.421875                  |
| 29888      | 0.036172             | 0.000000             | 4.421875                  |
| 29889      | 0.033102             | 0.000000             | 4.421875                  |
| 29890      | 0.034561             | 0.015625             | 4.421875                  |
| 29891      | 0.033753             | 0.000000             | 4.421875                  |
| 29892      | 0.035137             | 0.015625             | 4.421875                  |
| 29893      | 0.033194             | 0.015625             | 4.421875                  |
| 29894      | 0.035580             | 0.000000             | 4.421875                  |
| 29895      | 0.030750             | 0.000000             | 4.421875                  |
| 29896      | 0.034046             | 0.000000             | 4.421875                  |
| 29897      | 0.035767             | 0.000000             | 4.421875                  |
| 29898      | 0.034237             | 0.000000             | 4.421875                  |
| 29899      | 0.034453             | 0.000000             | 4.421875                  |
| 29900      | 0.035105             | 0.000000             | 4.421875                  |
| 29901      | 0.032181             | 0.015625             | 4.421875                  |
| 29902      | 0.034244             | 0.031250             | 4.421875                  |
| 29903      | 0.033689             | 0.015625             | 4.421875                  |
| 29904      | 0.031909             | 0.000000             | 4.421875                  |
| 29905      | 0.031965             | 0.000000             | 4.421875                  |
| 29906      | 0.032683             | 0.000000             | 4.421875                  |
| 29907      | 0.032186             | 0.000000             | 4.421875                  |
| 29908      | 0.033753             | 0.015625             | 4.421875                  |
| 29909      | 0.033291             | 0.000000             | 4.421875                  |
| 29910      | 0.032372             | 0.000000             | 4.421875                  |
| 29911      | 0.032503             | 0.000000             | 4.421875                  |
| 29912      | 0.033366             | 0.015625             | 4.421875                  |
| 29913      | 0.032166             | 0.000000             | 4.421875                  |
| 29914      | 0.032032             | 0.000000             | 4.421875                  |
| 29915      | 0.032620             | 0.000000             | 4.421875                  |
| 29916      | 0.033560             | 0.000000             | 4.421875                  |
| 29917      | 0.032960             | 0.000000             | 4.421875                  |
| 29918      | 0.035882             | 0.000000             | 4.421875                  |
| 29919      | 0.034413             | 0.000000             | 4.421875                  |
| 29920      | 0.032310             | 0.000000             | 4.421875                  |
