| Puzzle     | Elapsed Time (s)     | CPU Time (s)         | Peak Memory Usage (MB)    |
| 2923       | 0.036874             | 0.015625             | 4.421875                  |
| 2924       | 0.036693             | 0.000000             | 4.421875                  |
| 2925       | 0.035689             | 0.000000             | 4.421875                  |
| 2926       | 0.034818             | 0.015625             | 4.421875                  |
| 2927       | 0.033690             | 0.000000             | 4.421875                  |
| 2928       | 0.036425             | 0.015625             | 4.421875                  |
| 2929       | 0.036147             | 0.031250             | 4.421875                  |
| 2930       | 0.037290             | 0.000000             | 4.421875                  |
| 2931       | 0.038254             | 0.000000             | 4.421875                  |
| 2932       | 0.037325             | 0.000000             | 4.421875                  |
| 2933       | 0.039117             | 0.000000             | 4.421875                  |
| 2934       | 0.036878             | 0.015625             | 4.421875                  |
| 2935       | 0.036399             | 0.000000             | 4.421875                  |
| 2936       | 0.038475             | 0.000000             | 4.421875                  |
| 2937       | 0.035949             | 0.015625             | 4.421875                  |
| 2938       | 0.039392             | 0.000000             | 4.421875                  |
| 2939       | 0.037440             | 0.015625             | 4.421875                  |
| 2940       | 0.036289             | 0.015625             | 4.421875                  |
| 2941       | 0.037310             | 0.000000             | 4.421875                  |
| 2942       | 0.036483             | 0.000000             | 4.421875                  |
| 2943       | 0.038210             | 0.015625             | 4.421875                  |
| 2944       | 0.037025             | 0.000000             | 4.421875                  |
| 2945       | 0.036905             | 0.000000             | 4.421875                  |
| 2946       | 0.033840             | 0.000000             | 4.421875                  |
| 2947       | 0.036499             | 0.000000             | 4.421875                  |
| 2948       | 0.035137             | 0.000000             | 4.421875                  |
| 2949       | 0.035900             | 0.000000             | 4.421875                  |
| 2950       | 0.034978             | 0.015625             | 4.421875                  |
| 2951       | 0.038721             | 0.000000             | 4.421875                  |
| 2952       | 0.034868             | 0.000000             | 4.421875                  |
| 2953       | 0.034657             | 0.000000             | 4.421875                  |
| 2954       | 0.041152             | 0.015625             | 4.421875                  |
| 2955       | 0.035259             | 0.000000             | 4.421875                  |
| 2956       | 0.037173             | 0.015625             | 4.421875                  |
| 2957       | 0.036792             | 0.031250             | 4.421875                  |
| 2958       | 0.038181             | 0.000000             | 4.421875                  |
| 2959       | 0.039221             | 0.015625             | 4.421875                  |
| 2960       | 0.036846             | 0.015625             | 4.421875                  |
| 2961       | 0.039580             | 0.000000             | 4.421875                  |
| 2962       | 0.034264             | 0.000000             | 4.421875                  |
| 2963       | 0.036989             | 0.000000             | 4.421875                  |
| 2964       | 0.039910             | 0.015625             | 4.421875                  |
| 2965       | 0.035927             | 0.015625             | 4.421875                  |
| 2966       | 0.036030             | 0.000000             | 4.421875                  |
| 2967       | 0.039453             | 0.000000             | 4.421875                  |
| 2968       | 0.034038             | 0.015625             | 4.421875                  |
| 2969       | 0.037134             | 0.031250             | 4.421875                  |
| 2970       | 0.037766             | 0.000000             | 4.421875                  |
| 2971       | 0.035941             | 0.000000             | 4.421875                  |
| 2972       | 0.037279             | 0.015625             | 4.421875                  |
| 2973       | 0.039743             | 0.015625             | 4.421875                  |
| 2974       | 0.036294             | 0.000000             | 4.421875                  |
| 2975       | 0.081370             | 0.000000             | 4.421875                  |
| 2976       | 0.037142             | 0.015625             | 4.421875                  |
| 2977       | 0.032923             | 0.000000             | 4.421875                  |
| 2978       | 0.033899             | 0.031250             | 4.421875                  |
| 2979       | 0.035179             | 0.000000             | 4.421875                  |
| 2980       | 0.033065             | 0.000000             | 4.421875                  |
| 2981       | 0.036010             | 0.000000             | 4.421875                  |
| 2982       | 0.041381             | 0.000000             | 4.421875                  |
| 2983       | 0.034847             | 0.000000             | 4.421875                  |
| 2984       | 0.034785             | 0.015625             | 4.421875                  |
| 2985       | 0.037861             | 0.000000             | 4.421875                  |
| 2986       | 0.035208             | 0.015625             | 4.421875                  |
| 2987       | 0.039004             | 0.031250             | 4.421875                  |
| 2988       | 0.039217             | 0.000000             | 4.421875                  |
| 2989       | 0.040175             | 0.000000             | 4.421875                  |
| 2990       | 0.035958             | 0.000000             | 4.421875                  |
| 2991       | 0.036205             | 0.000000             | 4.421875                  |
| 2992       | 0.034674             | 0.000000             | 4.421875                  |
| 2993       | 0.036724             | 0.000000             | 4.421875                  |
| 2994       | 0.034828             | 0.000000             | 4.421875                  |
| 2995       | 0.037709             | 0.000000             | 4.421875                  |
| 2996       | 0.036088             | 0.000000             | 4.421875                  |
| 2997       | 0.036943             | 0.000000             | 4.421875                  |
| 2998       | 0.037872             | 0.031250             | 4.421875                  |
| 2999       | 0.037243             | 0.000000             | 4.421875                  |
| 3000       | 0.037205             | 0.000000             | 4.421875                  |
| 3001       | 0.035403             | 0.000000             | 4.421875                  |
| 3002       | 0.035231             | 0.000000             | 4.421875                  |
| 3003       | 0.038000             | 0.015625             | 4.421875                  |
| 3004       | 0.035287             | 0.000000             | 4.421875                  |
| 3005       | 0.036366             | 0.015625             | 4.421875                  |
| 3006       | 0.035645             | 0.000000             | 4.421875                  |
| 3007       | 0.034448             | 0.000000             | 4.421875                  |
| 3008       | 0.036271             | 0.015625             | 4.421875                  |
| 3009       | 0.035909             | 0.000000             | 4.421875                  |
| 3010       | 0.034234             | 0.015625             | 4.421875                  |
| 3011       | 0.037361             | 0.015625             | 4.421875                  |
| 3012       | 0.034932             | 0.000000             | 4.421875                  |
| 3013       | 0.038812             | 0.000000             | 4.421875                  |
| 3014       | 0.034264             | 0.000000             | 4.421875                  |
| 3015       | 0.039589             | 0.000000             | 4.421875                  |
| 3016       | 0.037617             | 0.000000             | 4.421875                  |
| 3017       | 0.035706             | 0.000000             | 4.421875                  |
| 3018       | 0.041305             | 0.000000             | 4.421875                  |
| 3019       | 0.038676             | 0.015625             | 4.421875                  |
| 3020       | 0.035626             | 0.015625             | 4.421875                  |
| 3021       | 0.038661             | 0.015625             | 4.421875                  |
| 3022       | 0.035571             | 0.000000             | 4.421875                  |
| 3023       | 0.039402             | 0.015625             | 4.421875                  |
| 3024       | 0.033821             | 0.000000             | 4.421875                  |
| 3025       | 0.035542             | 0.000000             | 4.421875                  |
| 3026       | 0.034630             | 0.000000             | 4.421875                  |
| 3027       | 0.039219             | 0.000000             | 4.421875                  |
| 3028       | 0.035230             | 0.015625             | 4.421875                  |
| 3029       | 0.037782             | 0.000000             | 4.421875                  |
| 3030       | 0.035032             | 0.000000             | 4.421875                  |
| 3031       | 0.035724             | 0.015625             | 4.421875                  |
| 3032       | 0.036858             | 0.031250             | 4.421875                  |
| 3033       | 0.036313             | 0.000000             | 4.421875                  |
| 3034       | 0.038906             | 0.015625             | 4.421875                  |
| 3035       | 0.039226             | 0.000000             | 4.421875                  |
| 3036       | 0.040386             | 0.015625             | 4.421875                  |
| 3037       | 0.034978             | 0.000000             | 4.421875                  |
| 3038       | 0.037996             | 0.000000             | 4.421875                  |
| 3039       | 0.034165             | 0.000000             | 4.421875                  |
| 3040       | 0.033385             | 0.000000             | 4.421875                  |
| 3041       | 0.036057             | 0.000000             | 4.421875                  |
| 3042       | 0.034879             | 0.000000             | 4.421875                  |
| 3043       | 0.036862             | 0.015625             | 4.421875                  |
| 3044       | 0.035762             | 0.000000             | 4.421875                  |
| 3045       | 0.036475             | 0.000000             | 4.421875                  |
| 3046       | 0.037293             | 0.000000             | 4.421875                  |
| 3047       | 0.036233             | 0.031250             | 4.421875                  |
| 3048       | 0.035961             | 0.031250             | 4.421875                  |
| 3049       | 0.037425             | 0.015625             | 4.421875                  |
| 3050       | 0.033418             | 0.000000             | 4.421875                  |
| 3051       | 0.036069             | 0.000000             | 4.421875                  |
| 3052       | 0.038151             | 0.015625             | 4.421875                  |
| 3053       | 0.036626             | 0.000000             | 4.421875                  |
| 3054       | 0.037765             | 0.000000             | 4.421875                  |
| 3055       | 0.041876             | 0.031250             | 4.421875                  |
| 3056       | 0.037269             | 0.000000             | 4.421875                  |
| 3057       | 0.037767             | 0.015625             | 4.421875                  |
| 3058       | 0.036778             | 0.015625             | 4.421875                  |
| 3059       | 0.035468             | 0.015625             | 4.421875                  |
| 3060       | 0.034564             | 0.015625             | 4.421875                  |
| 3061       | 0.041259             | 0.015625             | 4.421875                  |
| 3062       | 0.083441             | 0.000000             | 4.421875                  |
| 3063       | 0.035798             | 0.015625             | 4.421875                  |
| 3064       | 0.042587             | 0.000000             | 4.421875                  |
| 3065       | 0.038361             | 0.031250             | 4.421875                  |
| 3066       | 0.037651             | 0.015625             | 4.421875                  |
| 3067       | 0.039985             | 0.015625             | 4.421875                  |
| 3068       | 0.038918             | 0.015625             | 4.421875                  |
| 3069       | 0.035224             | 0.000000             | 4.421875                  |
| 3070       | 0.040391             | 0.000000             | 4.421875                  |
| 3071       | 0.037601             | 0.015625             | 4.421875                  |
| 3072       | 0.038932             | 0.000000             | 4.421875                  |
| 3073       | 0.036872             | 0.000000             | 4.421875                  |
| 3074       | 0.036359             | 0.000000             | 4.421875                  |
| 3075       | 0.040533             | 0.000000             | 4.421875                  |
| 3076       | 0.036015             | 0.015625             | 4.421875                  |
| 3077       | 0.039500             | 0.015625             | 4.421875                  |
| 3078       | 0.037811             | 0.000000             | 4.421875                  |
| 3079       | 0.034609             | 0.015625             | 4.421875                  |
| 3080       | 0.036159             | 0.000000             | 4.421875                  |
| 3081       | 0.039892             | 0.031250             | 4.421875                  |
| 3082       | 0.036640             | 0.000000             | 4.421875                  |
| 3083       | 0.037944             | 0.015625             | 4.421875                  |
| 3084       | 0.036424             | 0.000000             | 4.421875                  |
| 3085       | 0.040756             | 0.015625             | 4.421875                  |
| 3086       | 0.034950             | 0.015625             | 4.421875                  |
| 3087       | 0.038129             | 0.015625             | 4.421875                  |
| 3088       | 0.039187             | 0.015625             | 4.421875                  |
| 3089       | 0.037685             | 0.015625             | 4.421875                  |
| 3090       | 0.035951             | 0.031250             | 4.421875                  |
| 3091       | 0.034165             | 0.000000             | 4.421875                  |
| 3092       | 0.037731             | 0.000000             | 4.421875                  |
| 3093       | 0.036968             | 0.000000             | 4.421875                  |
| 3094       | 0.039458             | 0.015625             | 4.421875                  |
| 3095       | 0.038751             | 0.000000             | 4.421875                  |
| 3096       | 0.039561             | 0.000000             | 4.421875                  |
| 3097       | 0.038409             | 0.031250             | 4.421875                  |
| 3098       | 0.034412             | 0.015625             | 4.421875                  |
| 3099       | 0.037660             | 0.015625             | 4.421875                  |
| 3100       | 0.037589             | 0.015625             | 4.421875                  |
| 3101       | 0.037256             | 0.031250             | 4.421875                  |
| 3102       | 0.037519             | 0.000000             | 4.421875                  |
| 3103       | 0.039142             | 0.015625             | 4.421875                  |
| 3104       | 0.036848             | 0.015625             | 4.421875                  |
| 3105       | 0.038833             | 0.015625             | 4.421875                  |
| 3106       | 0.036147             | 0.015625             | 4.421875                  |
| 3107       | 0.035677             | 0.031250             | 4.421875                  |
| 3108       | 0.036449             | 0.015625             | 4.421875                  |
| 3109       | 0.039975             | 0.015625             | 4.421875                  |
| 3110       | 0.034498             | 0.015625             | 4.421875                  |
| 3111       | 0.037499             | 0.000000             | 4.421875                  |
| 3112       | 0.040919             | 0.015625             | 4.421875                  |
| 3113       | 0.034640             | 0.000000             | 4.421875                  |
| 3114       | 0.037165             | 0.000000             | 4.421875                  |
| 3115       | 0.037677             | 0.000000             | 4.421875                  |
| 3116       | 0.040783             | 0.015625             | 4.421875                  |
| 3117       | 0.036534             | 0.015625             | 4.421875                  |
| 3118       | 0.037819             | 0.015625             | 4.421875                  |
| 3119       | 0.038962             | 0.000000             | 4.421875                  |
| 3120       | 0.040135             | 0.031250             | 4.421875                  |
| 3121       | 0.036783             | 0.015625             | 4.421875                  |
| 3122       | 0.037218             | 0.000000             | 4.421875                  |
| 3123       | 0.036776             | 0.000000             | 4.421875                  |
| 3124       | 0.037138             | 0.015625             | 4.421875                  |
| 3125       | 0.037389             | 0.031250             | 4.421875                  |
| 3126       | 0.037896             | 0.046875             | 4.421875                  |
| 3127       | 0.039624             | 0.000000             | 4.421875                  |
| 3128       | 0.039627             | 0.000000             | 4.421875                  |
| 3129       | 0.035814             | 0.015625             | 4.421875                  |
| 3130       | 0.037951             | 0.000000             | 4.421875                  |
| 3131       | 0.037878             | 0.000000             | 4.421875                  |
| 3132       | 0.038861             | 0.000000             | 4.421875                  |
| 3133       | 0.031867             | 0.000000             | 4.421875                  |
| 3134       | 0.032923             | 0.015625             | 4.421875                  |
| 3135       | 0.035995             | 0.000000             | 4.421875                  |
| 3136       | 0.033986             | 0.000000             | 4.421875                  |
| 3137       | 0.034155             | 0.015625             | 4.421875                  |
| 3138       | 0.032014             | 0.000000             | 4.421875                  |
| 3139       | 0.033134             | 0.000000             | 4.421875                  |
| 3140       | 0.031871             | 0.000000             | 4.421875                  |
| 3141       | 0.032279             | 0.000000             | 4.421875                  |
| 3142       | 0.033655             | 0.000000             | 4.421875                  |
| 3143       | 0.033664             | 0.000000             | 4.421875                  |
| 3144       | 0.033350             | 0.015625             | 4.421875                  |
| 3145       | 0.032705             | 0.015625             | 4.421875                  |
| 3146       | 0.036074             | 0.000000             | 4.421875                  |
| 3147       | 0.033521             | 0.000000             | 4.421875                  |
| 3148       | 0.032841             | 0.015625             | 4.421875                  |
| 3149       | 0.031082             | 0.000000             | 4.421875                  |
| 3150       | 0.037298             | 0.000000             | 4.421875                  |
| 3151       | 0.074280             | 0.000000             | 4.421875                  |
| 3152       | 0.034407             | 0.000000             | 4.421875                  |
| 3153       | 0.033860             | 0.015625             | 4.421875                  |
| 3154       | 0.033548             | 0.000000             | 4.421875                  |
| 3155       | 0.034642             | 0.015625             | 4.421875                  |
| 3156       | 0.035046             | 0.000000             | 4.421875                  |
| 3157       | 0.032439             | 0.000000             | 4.421875                  |
| 3158       | 0.032367             | 0.015625             | 4.421875                  |
| 3159       | 0.034900             | 0.000000             | 4.421875                  |
| 3160       | 0.035245             | 0.000000             | 4.421875                  |
| 3161       | 0.031606             | 0.000000             | 4.421875                  |
| 3162       | 0.034850             | 0.000000             | 4.421875                  |
| 3163       | 0.032446             | 0.000000             | 4.421875                  |
| 3164       | 0.032869             | 0.000000             | 4.421875                  |
| 3165       | 0.033871             | 0.015625             | 4.421875                  |
| 3166       | 0.033364             | 0.000000             | 4.421875                  |
| 3167       | 0.033001             | 0.000000             | 4.421875                  |
| 3168       | 0.033870             | 0.000000             | 4.421875                  |
| 3169       | 0.031895             | 0.000000             | 4.421875                  |
| 3170       | 0.035237             | 0.000000             | 4.421875                  |
| 3171       | 0.033234             | 0.000000             | 4.421875                  |
| 3172       | 0.033828             | 0.000000             | 4.421875                  |
| 3173       | 0.031730             | 0.015625             | 4.421875                  |
| 3174       | 0.033031             | 0.015625             | 4.421875                  |
| 3175       | 0.033530             | 0.015625             | 4.421875                  |
| 3176       | 0.033349             | 0.015625             | 4.421875                  |
| 3177       | 0.033936             | 0.015625             | 4.421875                  |
| 3178       | 0.033312             | 0.000000             | 4.421875                  |
| 3179       | 0.033240             | 0.000000             | 4.421875                  |
| 3180       | 0.032128             | 0.000000             | 4.421875                  |
| 3181       | 0.035464             | 0.000000             | 4.421875                  |
| 3182       | 0.032820             | 0.015625             | 4.421875                  |
| 3183       | 0.033895             | 0.015625             | 4.421875                  |
| 3184       | 0.034068             | 0.000000             | 4.421875                  |
| 3185       | 0.033729             | 0.015625             | 4.421875                  |
| 3186       | 0.032965             | 0.015625             | 4.421875                  |
| 3187       | 0.031283             | 0.015625             | 4.421875                  |
| 3188       | 0.034633             | 0.031250             | 4.421875                  |
| 3189       | 0.032718             | 0.000000             | 4.421875                  |
| 3190       | 0.034089             | 0.000000             | 4.421875                  |
| 3191       | 0.033027             | 0.015625             | 4.421875                  |
| 3192       | 0.031625             | 0.015625             | 4.421875                  |
| 3193       | 0.033940             | 0.000000             | 4.421875                  |
| 3194       | 0.035996             | 0.000000             | 4.421875                  |
| 3195       | 0.033177             | 0.000000             | 4.421875                  |
| 3196       | 0.037187             | 0.015625             | 4.421875                  |
| 3197       | 0.034875             | 0.031250             | 4.421875                  |
| 3198       | 0.034897             | 0.015625             | 4.421875                  |
| 3199       | 0.033559             | 0.000000             | 4.421875                  |
| 3200       | 0.032067             | 0.000000             | 4.421875                  |
| 3201       | 0.039051             | 0.000000             | 4.421875                  |
| 3202       | 0.034034             | 0.000000             | 4.421875                  |
| 3203       | 0.033688             | 0.000000             | 4.421875                  |
| 3204       | 0.032282             | 0.000000             | 4.421875                  |
| 3205       | 0.032058             | 0.000000             | 4.421875                  |
| 3206       | 0.031511             | 0.000000             | 4.421875                  |
| 3207       | 0.036644             | 0.000000             | 4.421875                  |
| 3208       | 0.033032             | 0.015625             | 4.421875                  |
| 3209       | 0.036238             | 0.000000             | 4.421875                  |
| 3210       | 0.032109             | 0.000000             | 4.421875                  |
| 3211       | 0.032707             | 0.015625             | 4.421875                  |
| 3212       | 0.032942             | 0.015625             | 4.421875                  |
| 3213       | 0.032541             | 0.015625             | 4.421875                  |
| 3214       | 0.032292             | 0.000000             | 4.421875                  |
| 3215       | 0.032535             | 0.000000             | 4.421875                  |
| 3216       | 0.032018             | 0.000000             | 4.421875                  |
| 3217       | 0.035180             | 0.000000             | 4.421875                  |
| 3218       | 0.033469             | 0.000000             | 4.421875                  |
| 3219       | 0.033249             | 0.000000             | 4.421875                  |
| 3220       | 0.032699             | 0.015625             | 4.421875                  |
| 3221       | 0.032959             | 0.000000             | 4.421875                  |
| 3222       | 0.034064             | 0.000000             | 4.421875                  |
| 3223       | 0.032615             | 0.000000             | 4.421875                  |
| 3224       | 0.033411             | 0.031250             | 4.421875                  |
| 3225       | 0.031516             | 0.015625             | 4.421875                  |
| 3226       | 0.033243             | 0.000000             | 4.421875                  |
| 3227       | 0.034044             | 0.000000             | 4.421875                  |
| 3228       | 0.034256             | 0.031250             | 4.421875                  |
| 3229       | 0.031935             | 0.000000             | 4.421875                  |
| 3230       | 0.031540             | 0.000000             | 4.421875                  |
| 3231       | 0.034389             | 0.000000             | 4.421875                  |
| 3232       | 0.034545             | 0.000000             | 4.421875                  |
| 3233       | 0.033150             | 0.031250             | 4.421875                  |
| 3234       | 0.034883             | 0.000000             | 4.421875                  |
| 3235       | 0.034217             | 0.000000             | 4.421875                  |
| 3236       | 0.034562             | 0.000000             | 4.421875                  |
| 3237       | 0.033565             | 0.000000             | 4.421875                  |
| 3238       | 0.033145             | 0.015625             | 4.421875                  |
| 3239       | 0.033816             | 0.015625             | 4.421875                  |
| 3240       | 0.033447             | 0.000000             | 4.421875                  |
| 3241       | 0.033302             | 0.000000             | 4.421875                  |
| 3242       | 0.034127             | 0.000000             | 4.421875                  |
| 3243       | 0.065472             | 0.015625             | 4.421875                  |
| 3244       | 0.040748             | 0.000000             | 4.421875                  |
| 3245       | 0.032061             | 0.000000             | 4.421875                  |
| 3246       | 0.032470             | 0.031250             | 4.421875                  |
| 3247       | 0.034007             | 0.000000             | 4.421875                  |
| 3248       | 0.031609             | 0.000000             | 4.421875                  |
| 3249       | 0.033460             | 0.015625             | 4.421875                  |
| 3250       | 0.034069             | 0.015625             | 4.421875                  |
| 3251       | 0.035047             | 0.000000             | 4.421875                  |
| 3252       | 0.035054             | 0.000000             | 4.421875                  |
| 3253       | 0.033290             | 0.015625             | 4.421875                  |
| 3254       | 0.032479             | 0.000000             | 4.421875                  |
| 3255       | 0.031777             | 0.015625             | 4.421875                  |
| 3256       | 0.036408             | 0.000000             | 4.421875                  |
| 3257       | 0.031961             | 0.015625             | 4.421875                  |
| 3258       | 0.033213             | 0.015625             | 4.421875                  |
| 3259       | 0.032321             | 0.000000             | 4.421875                  |
| 3260       | 0.039242             | 0.015625             | 4.421875                  |
| 3261       | 0.033318             | 0.000000             | 4.421875                  |
| 3262       | 0.033101             | 0.015625             | 4.421875                  |
| 3263       | 0.034125             | 0.000000             | 4.421875                  |
| 3264       | 0.031223             | 0.031250             | 4.421875                  |
| 3265       | 0.033960             | 0.015625             | 4.421875                  |
| 3266       | 0.036218             | 0.000000             | 4.421875                  |
| 3267       | 0.034061             | 0.015625             | 4.421875                  |
| 3268       | 0.032183             | 0.000000             | 4.421875                  |
| 3269       | 0.035773             | 0.015625             | 4.421875                  |
| 3270       | 0.032560             | 0.000000             | 4.421875                  |
| 3271       | 0.033517             | 0.031250             | 4.421875                  |
| 3272       | 0.032867             | 0.015625             | 4.421875                  |
| 3273       | 0.031454             | 0.015625             | 4.421875                  |
| 3274       | 0.033586             | 0.000000             | 4.421875                  |
| 3275       | 0.033121             | 0.000000             | 4.421875                  |
| 3276       | 0.031735             | 0.015625             | 4.421875                  |
| 3277       | 0.032319             | 0.015625             | 4.421875                  |
| 3278       | 0.031687             | 0.000000             | 4.421875                  |
| 3279       | 0.032752             | 0.031250             | 4.421875                  |
| 3280       | 0.037972             | 0.000000             | 4.421875                  |
| 3281       | 0.032137             | 0.000000             | 4.421875                  |
| 3282       | 0.036991             | 0.015625             | 4.421875                  |
| 3283       | 0.033389             | 0.000000             | 4.421875                  |
| 3284       | 0.034976             | 0.015625             | 4.421875                  |
| 3285       | 0.036800             | 0.000000             | 4.421875                  |
| 3286       | 0.031527             | 0.000000             | 4.421875                  |
| 3287       | 0.031491             | 0.015625             | 4.421875                  |
| 3288       | 0.031593             | 0.031250             | 4.421875                  |
| 3289       | 0.034306             | 0.000000             | 4.421875                  |
| 3290       | 0.030399             | 0.000000             | 4.421875                  |
| 3291       | 0.034091             | 0.015625             | 4.421875                  |
| 3292       | 0.034670             | 0.000000             | 4.421875                  |
| 3293       | 0.032245             | 0.015625             | 4.421875                  |
| 3294       | 0.031861             | 0.000000             | 4.421875                  |
| 3295       | 0.033358             | 0.000000             | 4.421875                  |
| 3296       | 0.031765             | 0.000000             | 4.421875                  |
| 3297       | 0.033222             | 0.015625             | 4.421875                  |
| 3298       | 0.033647             | 0.000000             | 4.421875                  |
| 3299       | 0.033323             | 0.015625             | 4.421875                  |
| 3300       | 0.033548             | 0.000000             | 4.421875                  |
| 3301       | 0.034745             | 0.015625             | 4.421875                  |
| 3302       | 0.032675             | 0.000000             | 4.421875                  |
| 3303       | 0.033802             | 0.015625             | 4.421875                  |
| 3304       | 0.032784             | 0.000000             | 4.421875                  |
| 3305       | 0.034620             | 0.000000             | 4.421875                  |
| 3306       | 0.031415             | 0.000000             | 4.421875                  |
| 3307       | 0.035197             | 0.000000             | 4.421875                  |
| 3308       | 0.030987             | 0.015625             | 4.421875                  |
| 3309       | 0.032314             | 0.000000             | 4.421875                  |
| 3310       | 0.032814             | 0.000000             | 4.421875                  |
| 3311       | 0.032485             | 0.000000             | 4.421875                  |
| 3312       | 0.034263             | 0.000000             | 4.421875                  |
| 3313       | 0.033679             | 0.015625             | 4.421875                  |
| 3314       | 0.032904             | 0.015625             | 4.421875                  |
| 3315       | 0.035280             | 0.000000             | 4.421875                  |
| 3316       | 0.032580             | 0.015625             | 4.421875                  |
| 3317       | 0.035523             | 0.000000             | 4.421875                  |
| 3318       | 0.033651             | 0.000000             | 4.421875                  |
| 3319       | 0.032558             | 0.000000             | 4.421875                  |
| 3320       | 0.032220             | 0.000000             | 4.421875                  |
| 3321       | 0.033076             | 0.000000             | 4.421875                  |
| 3322       | 0.034565             | 0.015625             | 4.421875                  |
| 3323       | 0.030605             | 0.000000             | 4.421875                  |
| 3324       | 0.033119             | 0.000000             | 4.421875                  |
| 3325       | 0.032916             | 0.000000             | 4.421875                  |
| 3326       | 0.037622             | 0.000000             | 4.421875                  |
| 3327       | 0.032482             | 0.000000             | 4.421875                  |
| 3328       | 0.034697             | 0.000000             | 4.421875                  |
| 3329       | 0.032815             | 0.015625             | 4.421875                  |
| 3330       | 0.032809             | 0.000000             | 4.421875                  |
| 3331       | 0.031354             | 0.015625             | 4.421875                  |
| 3332       | 0.034519             | 0.015625             | 4.421875                  |
| 3333       | 0.033368             | 0.015625             | 4.421875                  |
| 3334       | 0.076380             | 0.000000             | 4.421875                  |
| 3335       | 0.033455             | 0.000000             | 4.421875                  |
| 3336       | 0.030748             | 0.000000             | 4.421875                  |
| 3337       | 0.033193             | 0.000000             | 4.421875                  |
| 3338       | 0.034013             | 0.000000             | 4.421875                  |
| 3339       | 0.032957             | 0.015625             | 4.421875                  |
| 3340       | 0.035154             | 0.031250             | 4.421875                  |
| 3341       | 0.031837             | 0.000000             | 4.421875                  |
| 3342       | 0.033466             | 0.000000             | 4.421875                  |
| 3343       | 0.033357             | 0.000000             | 4.421875                  |
| 3344       | 0.032420             | 0.015625             | 4.421875                  |
| 3345       | 0.037445             | 0.000000             | 4.421875                  |
| 3346       | 0.035489             | 0.031250             | 4.421875                  |
| 3347       | 0.032049             | 0.015625             | 4.421875                  |
| 3348       | 0.034600             | 0.000000             | 4.421875                  |
| 3349       | 0.032725             | 0.000000             | 4.421875                  |
| 3350       | 0.031079             | 0.015625             | 4.421875                  |
| 3351       | 0.035734             | 0.015625             | 4.421875                  |
| 3352       | 0.034319             | 0.015625             | 4.421875                  |
| 3353       | 0.032402             | 0.015625             | 4.421875                  |
| 3354       | 0.033092             | 0.015625             | 4.421875                  |
| 3355       | 0.033122             | 0.000000             | 4.421875                  |
| 3356       | 0.034170             | 0.000000             | 4.421875                  |
| 3357       | 0.034665             | 0.015625             | 4.421875                  |
| 3358       | 0.032310             | 0.000000             | 4.421875                  |
| 3359       | 0.033936             | 0.000000             | 4.421875                  |
| 3360       | 0.032716             | 0.000000             | 4.421875                  |
| 3361       | 0.034556             | 0.015625             | 4.421875                  |
| 3362       | 0.033212             | 0.000000             | 4.421875                  |
| 3363       | 0.035304             | 0.000000             | 4.421875                  |
| 3364       | 0.032816             | 0.031250             | 4.421875                  |
| 3365       | 0.033073             | 0.015625             | 4.421875                  |
| 3366       | 0.034733             | 0.031250             | 4.421875                  |
| 3367       | 0.032407             | 0.015625             | 4.421875                  |
| 3368       | 0.035682             | 0.015625             | 4.421875                  |
| 3369       | 0.034806             | 0.031250             | 4.421875                  |
| 3370       | 0.031144             | 0.015625             | 4.421875                  |
| 3371       | 0.033503             | 0.000000             | 4.421875                  |
| 3372       | 0.030943             | 0.015625             | 4.421875                  |
| 3373       | 0.033944             | 0.000000             | 4.421875                  |
| 3374       | 0.033772             | 0.000000             | 4.421875                  |
| 3375       | 0.033192             | 0.000000             | 4.421875                  |
| 3376       | 0.033694             | 0.000000             | 4.421875                  |
| 3377       | 0.034196             | 0.000000             | 4.421875                  |
| 3378       | 0.032837             | 0.000000             | 4.421875                  |
| 3379       | 0.032239             | 0.015625             | 4.421875                  |
| 3380       | 0.032997             | 0.015625             | 4.421875                  |
| 3381       | 0.032765             | 0.000000             | 4.421875                  |
| 3382       | 0.031484             | 0.000000             | 4.421875                  |
| 3383       | 0.031575             | 0.000000             | 4.421875                  |
| 3384       | 0.033171             | 0.000000             | 4.421875                  |
| 3385       | 0.032005             | 0.000000             | 4.421875                  |
| 3386       | 0.034949             | 0.015625             | 4.421875                  |
| 3387       | 0.032854             | 0.000000             | 4.421875                  |
| 3388       | 0.032848             | 0.031250             | 4.421875                  |
| 3389       | 0.032709             | 0.000000             | 4.421875                  |
| 3390       | 0.031588             | 0.015625             | 4.421875                  |
| 3391       | 0.030899             | 0.015625             | 4.421875                  |
| 3392       | 0.033437             | 0.015625             | 4.421875                  |
| 3393       | 0.035411             | 0.031250             | 4.421875                  |
| 3394       | 0.034040             | 0.000000             | 4.421875                  |
| 3395       | 0.034343             | 0.000000             | 4.421875                  |
| 3396       | 0.034722             | 0.015625             | 4.421875                  |
| 3397       | 0.034705             | 0.000000             | 4.421875                  |
| 3398       | 0.032854             | 0.015625             | 4.421875                  |
| 3399       | 0.031306             | 0.015625             | 4.421875                  |
| 3400       | 0.035182             | 0.000000             | 4.421875                  |
| 3401       | 0.033502             | 0.000000             | 4.421875                  |
| 3402       | 0.035421             | 0.000000             | 4.421875                  |
| 3403       | 0.034003             | 0.015625             | 4.421875                  |
